sid,qid,block,query,뉴스 식별자,일자,언론사,사건/사고 분류1,year,label,ev_date,ev_place,ev_object,event_id
S00666,Q24,비CBRN,총기 난사,1100101.20211205,20211205,경향신문,범죄>범죄일반>살인,2021,EVENT,20211130,미국 미시간,총기난사,10.0
S00667,Q23,비CBRN,드론 공격,2100801.202305212,20230521,아시아경제,,2023,IRRELEVANT,,,,
S00668,Q27,비CBRN,테러 예고 글,1100401.202308231,20230823,동아일보,범죄>범죄일반>살인,2023,EVENT,20230821,서울시,살인예고 글,214.0
S00669,Q03,산업,염소 가스 누출,1200201.202206241,20220624,경인일보,사고>스포츠사고,2022,INST,,,,
S00670,Q05,산업,화학공장 폭발,1100901.202202141,20220214,중앙일보,사고>산업사고>폭발,2022,EVENT,20220214,여수시,폭발,14.0
S00671,Q02,산업,암모니아 누출 사고,1100901.202606301,20260630,중앙일보,사고>스포츠사고,2026,EVENT,20260630,부천시,암모니아,636.0
S00672,Q07,산업,톨루엔 누출,1100101.202209011,20220901,경향신문,사고>산업사고>폭발,2022,OTHER,,,,
S00673,Q19,안보,노비촉,1100501.20240308,20240308,문화일보,,2024,OTHER,,,,
S00674,Q27,비CBRN,테러 예고 글,2100601.202307261,20230726,한국경제,범죄>범죄일반>살인,2023,EVENT,20230724,서울시 관악구,테러예고 글,165.0
S00675,Q24,비CBRN,총기 난사,1100701.202208251,20220825,세계일보,범죄>범죄일반>폭행,2022,IRRELEVANT,,,,
S00676,Q02,산업,암모니아 누출 사고,8100101.202207051,20220705,KBS,,2022,OTHER,,,,
S00677,Q07,산업,톨루엔 누출,1100801.202305042,20230504,조선일보,,2023,IRRELEVANT,,,,
S00678,Q13,안보,생물테러,1400801.202212011,20221201,금강일보,,2022,INST,,,,
S00679,Q08,산업,질산 누출,1100101.202402061,20240206,경향신문,,2024,EVENT,20240206,인천시 동구,유해가스,269.0
S00680,Q26,비CBRN,폭발물 협박,2100201.20250827,20250827,머니투데이,사회>사회갈등>테러행위,2025,OTHER,,,,
S00681,Q09,산업,유독가스 누출 대피,2100601.202606011,20260601,한국경제,사고>산업사고>화재,2026,EVENT,20260601,청주시,불소 화재,622.0
S00682,Q26,비CBRN,폭발물 협박,4100058.202508271,20250827,노컷뉴스,,2025,EVENT,20250827,서울시,폭파 협박,474.0
S00683,Q13,안보,생물테러,2100861.202512161,20251216,브릿지경제,,2025,OTHER,,,,
S00684,Q09,산업,유독가스 누출 대피,1200201.202509101,20250910,경인일보,,2025,EVENT,20250909,인천시 미추홀구,화학물질 누출,487.0
S00685,Q10,산업,화학사고 대응,1400801.202209011,20220901,금강일보,,2022,IRRELEVANT,,,,
S00686,Q01,산업,불산 누출,4100158.202606021,20260602,데일리안,사고>산업사고>폭발,2026,EVENT,20260602,대전시 유성구,폭발,631.0
S00687,Q28,비CBRN,다중이용시설 테러,1400601.202412231,20241223,충청일보,사고>산업사고>화재,2024,INST,,,,
S00688,Q23,비CBRN,드론 공격,1100701.202408211,20240821,세계일보,사고>산업사고>화재,2024,INST,,,,
S00689,Q25,비CBRN,차량 돌진 테러,1100701.2026031,20260310,세계일보,,2026,INST,,,,
S00690,Q15,안보,북한 핵실험,1100501.202207141,20220714,문화일보,,2022,INST,,,,
S00691,Q06,산업,유해화학물질 유출,1400801.20220816,20220816,금강일보,,2022,INST,,,,
S00692,Q26,비CBRN,폭발물 협박,1600801.202607052,20260705,전남일보,,2026,IRRELEVANT,,,,
S00693,Q28,비CBRN,다중이용시설 테러,1400201.202305141,20230514,대전일보,,2023,INST,,,,
S00694,Q21,비CBRN,폭발물 테러,4101008.202509262,20250926,이데일리,사회>사회문제>미성년범죄,2025,EVENT,20250926,용인시,폭파 협박,494.0
S00695,Q29,비CBRN,공항 폭발물 신고,1500601.202505151,20250515,매일신문,,2025,EVENT,20250514,광주시 남구,총기 오인신고,422.0
S00696,Q08,산업,질산 누출,8100101.202212021,20221202,KBS,,2022,EVENT,20221202,여수시,질산,113.0
S00697,Q19,안보,노비촉,4100608.20250226,20250226,브레이크뉴스,,2025,OTHER,,,,
S00698,Q01,산업,불산 누출,2100501.202511211,20251121,파이낸셜뉴스,,2025,EVENT,20251121,포항시,안전사고,528.0
S00699,Q11,안보,화학무기 사용,8100401.20220325,20220325,YTN,,2022,OTHER,,,,
S00700,Q08,산업,질산 누출,5520352.202112111,20211211,당진시대,,2021,OTHER,,,,
S00701,Q10,산업,화학사고 대응,1200101.202404091,20240409,경기일보,,2024,INST,,,,
S00702,Q02,산업,암모니아 누출 사고,1200101.202608211,20260821,경기일보,,2026,EVENT,20260821,서울시 영등포구,암모니아,658.0
S00703,Q16,안보,방사능 유출,1100201.20230202,20230202,국민일보,사고>산업사고>원자력사고,2023,OTHER,,,,
S00704,Q18,안보,백색가루 신고,4100078.202303161,20230316,뉴스핌,,2023,INST,,,,
S00705,Q26,비CBRN,폭발물 협박,1100101.202512022,20251202,경향신문,,2025,EVENT,20251201,평창군,폭파 협박,534.0
S00706,Q13,안보,생물테러,1500701.202509231,20250923,부산일보,,2025,INST,,,,
S00707,Q28,비CBRN,다중이용시설 테러,1501101.202408211,20240821,경북도민일보,사고>산업사고>화재,2024,INST,,,,
S00708,Q10,산업,화학사고 대응,4100078.202407041,20240704,뉴스핌,사고>산업사고>화재,2024,INST,,,,
S00709,Q27,비CBRN,테러 예고 글,7100251.202501211,20250121,미디어오늘,범죄>범죄일반>폭행,2025,IRRELEVANT,,,,
S00710,Q13,안보,생물테러,2100201.202312061,20231206,머니투데이,,2023,IRRELEVANT,,,,
S00711,Q30,비CBRN,원전 방사선 피폭,1300201.202308031,20230803,강원일보,,2023,OTHER,,,,
S00712,Q09,산업,유독가스 누출 대피,1200201.202402011,20240201,경인일보,사고>산업사고>화재,2024,OTHER,,,,
S00713,Q21,비CBRN,폭발물 테러,1100801.20250818,20250818,조선일보,사회>사회갈등>테러행위,2025,REF,,,,
S00714,Q03,산업,염소 가스 누출,1200201.202608121,20260812,경인일보,,2026,EVENT,20260812,수원시 영통구,염소가스,653.0
S00715,Q21,비CBRN,폭발물 테러,8100101.20240821,20240821,KBS,사회>사회갈등>테러행위,2024,INST,,,,
S00716,Q23,비CBRN,드론 공격,2100201.202408121,20240812,머니투데이,,2024,OTHER,,,,
S00717,Q22,비CBRN,사제폭탄,1100501.202407202,20240720,문화일보,사회>사회갈등>대량학살,2024,EVENT,20240713,미국 펜실베이니아,총격,339.0
S00718,Q03,산업,염소 가스 누출,1200301.202209221,20220922,기호일보,,2022,INST,,,,
S00719,Q25,비CBRN,차량 돌진 테러,2100701.202412232,20241223,헤럴드경제,범죄>범죄일반>살인,2024,OTHER,,,,
S00720,Q26,비CBRN,폭발물 협박,1100701.202408081,20240808,세계일보,사회>사회갈등>테러행위,2024,EVENT,20240808,서울시,폭파 협박,345.0
S00721,Q25,비CBRN,차량 돌진 테러,8100101.20260224,20260224,KBS,,2026,EVENT,20260224,멕시코 할리스코주,보복 테러,575.0
S00722,Q03,산업,염소 가스 누출,4100078.202311221,20231122,뉴스핌,,2023,IRRELEVANT,,,,
S00723,Q18,안보,백색가루 신고,1500101.202303222,20230322,경남일보,사고>교통사고>항공사고,2023,INST,,,,
S00724,Q29,비CBRN,공항 폭발물 신고,1100901.20221126,20221126,중앙일보,,2022,EVENT,20221125,미국 시카고,폭탄 허위발언,110.0
S00725,Q26,비CBRN,폭발물 협박,4101008.202601061,20260106,이데일리,,2026,EVENT,20260106,청주시,폭파 협박 글,561.0
S00726,Q30,비CBRN,원전 방사선 피폭,1500901.202602111,20260211,울산매일,,2026,OTHER,,,,
S00727,Q02,산업,암모니아 누출 사고,2100701.2025083,20250830,헤럴드경제,사고>산업사고>폭발,2025,EVENT,20250830,대전시,화학물질 유출,481.0
S00728,Q15,안보,북한 핵실험,4100058.20221114,20221114,노컷뉴스,,2022,OTHER,,,,
S00729,Q03,산업,염소 가스 누출,1200201.202510011,20251001,경인일보,,2025,EVENT,20250827,인천시,약품가스,477.0
S00730,Q11,안보,화학무기 사용,8100401.202204072,20220407,YTN,,2022,INST,,,,
S00731,Q04,산업,황산 유출 사고,2100501.202406131,20240613,파이낸셜뉴스,사고>산업사고>폭발,2024,EVENT,20240613,부산시 사상구,폭발,317.0
S00732,Q26,비CBRN,폭발물 협박,1500701.202508082,20250808,부산일보,사회>사회문제>미성년범죄,2025,EVENT,20250808,서울시 종로구,폭탄 협박 글,461.0
S00733,Q06,산업,유해화학물질 유출,1501001.202503102,20250310,대구신문,,2025,EVENT,20250308,대구시 서구,가성소다 폐수,407.0
S00734,Q19,안보,노비촉,1100801.202404122,20240412,조선일보,사회>사회갈등>시위,2024,OTHER,,,,
S00735,Q10,산업,화학사고 대응,1500901.202406262,20240626,울산매일,,2024,INST,,,,
S00736,Q02,산업,암모니아 누출 사고,4100078.202608211,20260821,뉴스핌,,2026,EVENT,20260821,서울시 영등포구,암모니아,658.0
S00737,Q26,비CBRN,폭발물 협박,2100801.202205081,20220508,아시아경제,,2022,EVENT,20220506,러시아 블라디보스토크,폭발물 협박,43.0
S00738,Q09,산업,유독가스 누출 대피,8100201.202405292,20240529,MBC,,2024,REF,,,,
S00739,Q06,산업,유해화학물질 유출,1400601.202601081,20260108,충청일보,사고>산업사고>화재,2026,INST,,,,
S00740,Q20,안보,북한 생화학무기,2100501.202409191,20240919,파이낸셜뉴스,사고>산업사고>화재,2024,INST,,,,
S00741,Q06,산업,유해화학물질 유출,1601001.202403212,20240321,전북도민일보,사고>산업사고>폭발,2024,INST,,,,
S00742,Q11,안보,화학무기 사용,8100401.20220416,20220416,YTN,,2022,OTHER,,,,
S00743,Q16,안보,방사능 유출,8100401.20230829,20230829,YTN,범죄>정치>뇌물수수,2023,OTHER,,,,
S00744,Q07,산업,톨루엔 누출,1620001.202301261,20230126,광남일보,사고>교통사고>노상사고,2023,EVENT,20230126,여수시,톨루엔,121.0
S00745,Q20,안보,북한 생화학무기,2100311.202301251,20230125,서울경제,,2023,IRRELEVANT,,,,
S00746,Q02,산업,암모니아 누출 사고,4100078.202510141,20251014,뉴스핌,사고>스포츠사고,2025,EVENT,20251014,오산시,암모니아,501.0
S00747,Q28,비CBRN,다중이용시설 테러,2100851.202308061,20230806,아주경제,범죄>범죄일반>살인,2023,INST,,,,
S00748,Q16,안보,방사능 유출,2100101.202307121,20230712,매일경제,사고>산업사고>원자력사고,2023,IRRELEVANT,,,,
S00749,Q24,비CBRN,총기 난사,4100078.202205271,20220527,뉴스핌,,2022,OTHER,,,,
S00750,Q30,비CBRN,원전 방사선 피폭,8200101.202208092,20220809,OBS,사고>산업사고>폭발,2022,EVENT,20220809,우크라이나 자포리자,포격,68.0
S00751,Q29,비CBRN,공항 폭발물 신고,4100958.202509021,20250902,EBN,,2025,EVENT,20250902,서울시 중구,폭파 협박 글,482.0
S00752,Q14,안보,탄저균 테러,2100201.20231101,20231101,머니투데이,,2023,OTHER,,,,
S00753,Q28,비CBRN,다중이용시설 테러,1500201.202508071,20250807,경북일보,,2025,INST,,,,
S00754,Q25,비CBRN,차량 돌진 테러,8100401.20250102,20250102,YTN,,2025,EVENT,20250101,미국 뉴올리언스,차량 돌진,390.0
S00755,Q02,산업,암모니아 누출 사고,4100078.202207111,20220711,뉴스핌,,2022,EVENT,20220711,부산시 사하구,암모니아,63.0
S00756,Q03,산업,염소 가스 누출,8100101.202602222,20260222,KBS,,2026,INST,,,,
S00757,Q30,비CBRN,원전 방사선 피폭,8100401.202310312,20231031,YTN,사고>산업사고>원자력사고,2023,EVENT,20231025,일본 후쿠시마,오염수 피폭,241.0
S00758,Q28,비CBRN,다중이용시설 테러,1600451.202608191,20260819,남도일보,,2026,INST,,,,
S00759,Q21,비CBRN,폭발물 테러,1500701.202508241,20250824,부산일보,,2025,INST,,,,
S00760,Q27,비CBRN,테러 예고 글,1100101.202308011,20230801,경향신문,범죄>성범죄>성폭행,2023,OTHER,,,,
S00761,Q02,산업,암모니아 누출 사고,1400201.202210261,20221026,대전일보,,2022,INST,,,,
S00762,Q03,산업,염소 가스 누출,4100158.202506291,20250629,데일리안,,2025,INST,,,,
S00763,Q11,안보,화학무기 사용,1101101.20220325,20220325,한국일보,,2022,OTHER,,,,
S00764,Q24,비CBRN,총기 난사,1101001.202311191,20231119,한겨레,범죄>범죄일반>폭행,2023,IRRELEVANT,,,,
S00765,Q18,안보,백색가루 신고,2100851.202303161,20230316,아주경제,,2023,INST,,,,
S00766,Q03,산업,염소 가스 누출,2100861.20251212,20251212,브릿지경제,,2025,INST,,,,
S00767,Q30,비CBRN,원전 방사선 피폭,2100501.202510161,20251016,파이낸셜뉴스,사고>산업사고>원자력사고,2025,INST,,,,
S00768,Q22,비CBRN,사제폭탄,8100401.202507221,20250722,YTN,범죄>범죄일반>살인,2025,OTHER,,,,
S00769,Q01,산업,불산 누출,4100608.20220819,20220819,브레이크뉴스,,2022,IRRELEVANT,,,,
S00770,Q13,안보,생물테러,1101101.202208011,20220801,한국일보,사고>교통사고>항공사고,2022,IRRELEVANT,,,,
S00771,Q21,비CBRN,폭발물 테러,1100611.202412021,20241202,서울신문,사고>산업사고>폭발,2024,INST,,,,
S00772,Q23,비CBRN,드론 공격,2100701.202607211,20260721,헤럴드경제,사회>사회갈등>전쟁,2026,OTHER,,,,
S00773,Q05,산업,화학공장 폭발,1601101.202205301,20220530,전북일보,사고>산업사고>폭발,2022,EVENT,20220530,군산시,가스 유출,52.0
S00774,Q27,비CBRN,테러 예고 글,2100311.202411071,20241107,서울경제,사회>사회갈등>테러행위,2024,EVENT,20241106,고양시,테러예고 글,377.0
S00775,Q09,산업,유독가스 누출 대피,1600801.202406191,20240619,전남일보,,2024,INST,,,,
S00776,Q04,산업,황산 유출 사고,1500701.202308031,20230803,부산일보,사고>교통사고>노상사고,2023,EVENT,20230803,함안군,황산,174.0
S00777,Q24,비CBRN,총기 난사,8100401.202406242,20240624,YTN,범죄>범죄일반>방화,2024,EVENT,20240623,러시아 다게스탄,총기난사,325.0
S00778,Q11,안보,화학무기 사용,1100611.202204211,20220421,서울신문,사고>산업사고>폭발,2022,IRRELEVANT,,,,
S00779,Q17,안보,더티밤,1100901.202210281,20221028,중앙일보,,2022,OTHER,,,,
S00780,Q19,안보,노비촉,1100401.202410131,20241013,동아일보,,2024,OTHER,,,,
S00781,Q01,산업,불산 누출,2100601.202203081,20220308,한국경제,,2022,OTHER,,,,
S00782,Q08,산업,질산 누출,1100101.20250403,20250403,경향신문,,2025,INST,,,,
S00783,Q10,산업,화학사고 대응,1100751.202601291,20260129,아시아투데이,,2026,INST,,,,
S00784,Q22,비CBRN,사제폭탄,4102008.202311301,20231130,쿠키뉴스,,2023,EVENT,20231129,서울시 서대문구,폭발물 신고,255.0
S00785,Q20,안보,북한 생화학무기,2100311.202406032,20240603,서울경제,,2024,OTHER,,,,
S00786,Q20,안보,북한 생화학무기,2100701.202206291,20220629,헤럴드경제,,2022,IRRELEVANT,,,,
S00787,Q01,산업,불산 누출,8100401.202406242,20240624,YTN,사고>산업사고>폭발,2024,OTHER,,,,
S00788,Q13,안보,생물테러,1400401.202410211,20241021,중부매일,,2024,INST,,,,
S00789,Q23,비CBRN,드론 공격,1100611.202411071,20241107,서울신문,범죄>범죄일반>절도,2024,OTHER,,,,
S00790,Q02,산업,암모니아 누출 사고,1100701.202602261,20260226,세계일보,사고>스포츠사고,2026,INST,,,,
S00791,Q02,산업,암모니아 누출 사고,1200201.20211027,20211027,경인일보,사고>산업사고>화재,2021,EVENT,20211026,부천시 도당동,암모니아,5.0
S00792,Q28,비CBRN,다중이용시설 테러,1400401.202509111,20250911,중부매일,,2025,INST,,,,
S00793,Q16,안보,방사능 유출,1100901.202411011,20241101,중앙일보,사고>산업사고>화재,2024,IRRELEVANT,,,,
S00794,Q28,비CBRN,다중이용시설 테러,2100051.202403141,20240314,대한경제,사회>사회갈등>테러행위,2024,INST,,,,
S00795,Q12,안보,사린가스 공격,1100101.20241216,20241216,경향신문,사회>사회갈등>전쟁,2024,REF,,,,
S00796,Q10,산업,화학사고 대응,1100701.202602261,20260226,세계일보,사고>스포츠사고,2026,INST,,,,
S00797,Q01,산업,불산 누출,2100201.202309091,20230909,머니투데이,,2023,EVENT,20230909,군산시,질산 불산,218.0
S00798,Q22,비CBRN,사제폭탄,1100801.202308181,20230818,조선일보,사회>사회갈등>테러행위,2023,OTHER,,,,
S00799,Q14,안보,탄저균 테러,2100701.202512101,20251210,헤럴드경제,,2025,OTHER,,,,
S00800,Q16,안보,방사능 유출,8100101.202302082,20230208,KBS,,2023,OTHER,,,,
S00801,Q02,산업,암모니아 누출 사고,1100501.202307251,20230725,문화일보,,2023,EVENT,20230725,울산시 남구,암모니아,168.0
S00802,Q15,안보,북한 핵실험,1100901.2021123,20211230,중앙일보,,2021,IRRELEVANT,,,,
S00803,Q19,안보,노비촉,2100701.202306051,20230605,헤럴드경제,범죄>범죄일반>사기,2023,OTHER,,,,
S00804,Q28,비CBRN,다중이용시설 테러,1200401.202506181,20250618,인천일보,,2025,INST,,,,
S00805,Q19,안보,노비촉,2100601.202403071,20240307,한국경제,,2024,OTHER,,,,
S00806,Q04,산업,황산 유출 사고,8100101.202308031,20230803,KBS,,2023,EVENT,20230803,창원시,황산,175.0
S00807,Q24,비CBRN,총기 난사,2100601.202208232,20220823,한국경제,범죄>범죄일반>폭행,2022,EVENT,20220823,미국 플로리다,총기난사,76.0
S00808,Q15,안보,북한 핵실험,1100701.202305261,20230526,세계일보,,2023,IRRELEVANT,,,,
S00809,Q10,산업,화학사고 대응,2100851.202411271,20241127,아주경제,사고>교통사고>해상사고,2024,IRRELEVANT,,,,
S00810,Q04,산업,황산 유출 사고,1501201.202509241,20250924,경북매일신문,,2025,EVENT,20250924,포항시 북구,황산,493.0
S00811,Q28,비CBRN,다중이용시설 테러,2100501.202408231,20240823,파이낸셜뉴스,,2024,INST,,,,
S00812,Q27,비CBRN,테러 예고 글,1500801.20230809,20230809,영남일보,범죄>범죄일반>살인,2023,INST,,,,
S00813,Q29,비CBRN,공항 폭발물 신고,1100701.20260417,20260417,세계일보,범죄>범죄일반>마약,2026,EVENT,20260416,인천시,백색가루,594.0
S00814,Q10,산업,화학사고 대응,2100801.202309251,20230925,아시아경제,,2023,INST,,,,
S00815,Q14,안보,탄저균 테러,2100101.202504081,20250408,매일경제,,2025,OTHER,,,,
S00816,Q22,비CBRN,사제폭탄,1100901.202407161,20240716,중앙일보,범죄>범죄일반>폭행,2024,INST,,,,
S00817,Q16,안보,방사능 유출,1500601.202511051,20251105,매일신문,사고>산업사고>폭발,2025,IRRELEVANT,,,,
S00818,Q27,비CBRN,테러 예고 글,1500701.202608211,20260821,부산일보,,2026,IRRELEVANT,,,,
S00819,Q13,안보,생물테러,1100101.202502111,20250211,경향신문,,2025,INST,,,,
S00820,Q22,비CBRN,사제폭탄,1100501.202505141,20250514,문화일보,,2025,OTHER,,,,
S00821,Q15,안보,북한 핵실험,1100901.202303231,20230323,중앙일보,,2023,OTHER,,,,
S00822,Q24,비CBRN,총기 난사,1100201.202206031,20220603,국민일보,,2022,INST,,,,
